model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
105,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 17}","[0.78, 0.6, 0.7, 0.68, 0.63, 0.75, 0.75, 0.67, 0.73, 0.67, 0.68, 0.78, 0.72, 0.7, 0.82, 0.73, 0.73, 0.78, 0.67, 0.72]",0.714,"[0.75, 0.733, 0.767, 0.767, 0.767, 0.8, 0.85, 0.817, 0.717, 0.683, 0.817, 0.767, 0.733, 0.8, 0.817, 0.817, 0.683, 0.733, 0.783, 0.817, 0.7, 0.717, 0.683, 0.65, 0.683, 0.75, 0.683, 0.7, 0.733, 0.717, 0.733, 0.733, 0.767, 0.717, 0.767, 0.667, 0.65, 0.75, 0.767, 0.75, 0.617, 0.8, 0.683, 0.783, 0.8, 0.733, 0.717, 0.7, 0.75, 0.733, 0.717, 0.6, 0.767, 0.8, 0.7, 0.783, 0.783, 0.75, 0.783, 0.767, 0.667, 0.75, 0.733, 0.767, 0.733, 0.8, 0.767, 0.7, 0.733, 0.733, 0.767, 0.783, 0.733, 0.717, 0.75, 0.683, 0.8, 0.7, 0.7, 0.75, 0.717, 0.733, 0.7, 0.783, 0.817, 0.783, 0.8, 0.733, 0.783, 0.717, 0.733, 0.683, 0.7, 0.75, 0.767, 0.65, 0.717, 0.667, 0.667, 0.717]",0.739
106,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 18}","[0.78, 0.65, 0.68, 0.7, 0.62, 0.72, 0.77, 0.65, 0.75, 0.65, 0.72, 0.77, 0.68, 0.67, 0.83, 0.73, 0.75, 0.8, 0.67, 0.7]",0.714,"[0.75, 0.733, 0.75, 0.733, 0.767, 0.8, 0.833, 0.8, 0.717, 0.75, 0.783, 0.783, 0.733, 0.783, 0.783, 0.767, 0.717, 0.717, 0.8, 0.817, 0.683, 0.75, 0.683, 0.667, 0.683, 0.767, 0.733, 0.717, 0.733, 0.733, 0.717, 0.75, 0.767, 0.717, 0.733, 0.7, 0.633, 0.75, 0.733, 0.767, 0.633, 0.817, 0.683, 0.8, 0.817, 0.75, 0.733, 0.733, 0.75, 0.733, 0.717, 0.617, 0.783, 0.767, 0.733, 0.783, 0.783, 0.767, 0.733, 0.767, 0.7, 0.767, 0.7, 0.783, 0.767, 0.817, 0.8, 0.7, 0.717, 0.75, 0.783, 0.8, 0.733, 0.717, 0.767, 0.65, 0.817, 0.733, 0.683, 0.767, 0.717, 0.717, 0.7, 0.8, 0.767, 0.85, 0.783, 0.733, 0.8, 0.733, 0.717, 0.683, 0.717, 0.733, 0.783, 0.667, 0.75, 0.683, 0.633, 0.717]",0.743
107,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 18}","[0.77, 0.63, 0.68, 0.68, 0.62, 0.73, 0.8, 0.67, 0.75, 0.63, 0.67, 0.77, 0.73, 0.72, 0.82, 0.75, 0.75, 0.77, 0.67, 0.68]",0.714,"[0.767, 0.717, 0.75, 0.783, 0.767, 0.783, 0.867, 0.833, 0.683, 0.717, 0.783, 0.767, 0.717, 0.8, 0.783, 0.75, 0.667, 0.717, 0.783, 0.85, 0.7, 0.717, 0.7, 0.667, 0.733, 0.75, 0.683, 0.7, 0.767, 0.7, 0.7, 0.733, 0.767, 0.75, 0.767, 0.717, 0.65, 0.767, 0.717, 0.717, 0.65, 0.817, 0.667, 0.8, 0.817, 0.75, 0.75, 0.717, 0.733, 0.75, 0.717, 0.65, 0.783, 0.767, 0.683, 0.8, 0.75, 0.733, 0.75, 0.733, 0.683, 0.75, 0.717, 0.8, 0.767, 0.8, 0.833, 0.683, 0.7, 0.733, 0.767, 0.783, 0.733, 0.683, 0.75, 0.65, 0.817, 0.7, 0.683, 0.767, 0.717, 0.733, 0.683, 0.767, 0.8, 0.783, 0.783, 0.733, 0.8, 0.7, 0.717, 0.683, 0.733, 0.717, 0.767, 0.617, 0.733, 0.667, 0.633, 0.733]",0.738
108,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 19}","[0.73, 0.65, 0.7, 0.68, 0.62, 0.72, 0.77, 0.7, 0.77, 0.65, 0.68, 0.77, 0.77, 0.7, 0.82, 0.73, 0.73, 0.75, 0.67, 0.68]",0.714,"[0.75, 0.717, 0.75, 0.783, 0.783, 0.783, 0.833, 0.817, 0.733, 0.717, 0.767, 0.783, 0.717, 0.8, 0.783, 0.767, 0.683, 0.75, 0.783, 0.817, 0.7, 0.75, 0.667, 0.667, 0.75, 0.717, 0.683, 0.7, 0.75, 0.717, 0.717, 0.75, 0.767, 0.7, 0.767, 0.667, 0.667, 0.733, 0.717, 0.767, 0.633, 0.833, 0.633, 0.8, 0.8, 0.733, 0.733, 0.717, 0.733, 0.733, 0.7, 0.65, 0.783, 0.8, 0.683, 0.783, 0.783, 0.733, 0.75, 0.733, 0.683, 0.75, 0.733, 0.783, 0.733, 0.817, 0.8, 0.7, 0.733, 0.717, 0.8, 0.75, 0.717, 0.65, 0.75, 0.667, 0.817, 0.733, 0.683, 0.75, 0.7, 0.733, 0.683, 0.783, 0.817, 0.833, 0.8, 0.733, 0.767, 0.717, 0.7, 0.683, 0.717, 0.733, 0.8, 0.65, 0.767, 0.667, 0.667, 0.733]",0.739
109,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.73, 0.67, 0.68, 0.7, 0.63, 0.73, 0.77, 0.67, 0.73, 0.63, 0.7, 0.77, 0.72, 0.72, 0.82, 0.73, 0.77, 0.75, 0.67, 0.7]",0.714,"[0.75, 0.733, 0.767, 0.733, 0.8, 0.8, 0.867, 0.8, 0.667, 0.717, 0.817, 0.8, 0.717, 0.817, 0.833, 0.733, 0.683, 0.717, 0.783, 0.833, 0.733, 0.75, 0.7, 0.667, 0.767, 0.733, 0.7, 0.7, 0.717, 0.733, 0.733, 0.767, 0.767, 0.717, 0.767, 0.7, 0.667, 0.75, 0.7, 0.767, 0.65, 0.817, 0.633, 0.8, 0.8, 0.733, 0.75, 0.717, 0.75, 0.75, 0.7, 0.633, 0.783, 0.783, 0.7, 0.767, 0.783, 0.75, 0.75, 0.767, 0.667, 0.733, 0.717, 0.783, 0.75, 0.8, 0.783, 0.683, 0.7, 0.683, 0.767, 0.75, 0.717, 0.667, 0.75, 0.683, 0.817, 0.7, 0.667, 0.75, 0.717, 0.75, 0.683, 0.767, 0.8, 0.867, 0.783, 0.717, 0.8, 0.717, 0.717, 0.683, 0.683, 0.75, 0.783, 0.617, 0.75, 0.633, 0.633, 0.7]",0.738
110,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.73, 0.63, 0.72, 0.68, 0.62, 0.72, 0.78, 0.68, 0.77, 0.63, 0.65, 0.78, 0.73, 0.7, 0.82, 0.75, 0.75, 0.8, 0.67, 0.68]",0.714,"[0.767, 0.717, 0.783, 0.767, 0.783, 0.8, 0.833, 0.817, 0.7, 0.75, 0.817, 0.783, 0.733, 0.817, 0.8, 0.783, 0.683, 0.733, 0.783, 0.8, 0.717, 0.75, 0.7, 0.65, 0.733, 0.7, 0.717, 0.717, 0.767, 0.75, 0.733, 0.75, 0.783, 0.733, 0.783, 0.7, 0.65, 0.733, 0.717, 0.75, 0.633, 0.833, 0.65, 0.8, 0.783, 0.7, 0.733, 0.683, 0.733, 0.75, 0.683, 0.617, 0.767, 0.783, 0.7, 0.767, 0.8, 0.75, 0.75, 0.733, 0.7, 0.75, 0.717, 0.783, 0.75, 0.817, 0.817, 0.7, 0.733, 0.733, 0.783, 0.783, 0.667, 0.667, 0.75, 0.717, 0.8, 0.717, 0.683, 0.75, 0.733, 0.733, 0.7, 0.767, 0.783, 0.833, 0.783, 0.717, 0.8, 0.733, 0.7, 0.7, 0.7, 0.717, 0.767, 0.617, 0.717, 0.633, 0.65, 0.733]",0.74
111,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 16}","[0.77, 0.62, 0.7, 0.68, 0.62, 0.7, 0.8, 0.67, 0.75, 0.63, 0.68, 0.78, 0.72, 0.72, 0.85, 0.73, 0.75, 0.77, 0.67, 0.68]",0.714,"[0.75, 0.717, 0.767, 0.8, 0.767, 0.8, 0.883, 0.8, 0.717, 0.7, 0.767, 0.817, 0.733, 0.8, 0.783, 0.767, 0.667, 0.75, 0.783, 0.833, 0.733, 0.75, 0.683, 0.65, 0.75, 0.75, 0.717, 0.7, 0.733, 0.733, 0.717, 0.767, 0.767, 0.7, 0.767, 0.7, 0.65, 0.767, 0.733, 0.783, 0.65, 0.817, 0.65, 0.8, 0.817, 0.717, 0.733, 0.75, 0.733, 0.733, 0.717, 0.617, 0.783, 0.783, 0.683, 0.733, 0.783, 0.767, 0.733, 0.717, 0.683, 0.733, 0.733, 0.8, 0.767, 0.767, 0.783, 0.667, 0.717, 0.733, 0.783, 0.783, 0.7, 0.633, 0.767, 0.683, 0.8, 0.733, 0.683, 0.75, 0.717, 0.783, 0.7, 0.733, 0.8, 0.817, 0.8, 0.717, 0.767, 0.75, 0.717, 0.683, 0.7, 0.75, 0.783, 0.633, 0.717, 0.667, 0.633, 0.717]",0.74
112,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 16}","[0.75, 0.67, 0.7, 0.68, 0.62, 0.72, 0.77, 0.68, 0.75, 0.63, 0.67, 0.78, 0.72, 0.7, 0.83, 0.75, 0.72, 0.78, 0.67, 0.7]",0.714,"[0.733, 0.75, 0.75, 0.783, 0.767, 0.783, 0.85, 0.8, 0.7, 0.7, 0.833, 0.817, 0.717, 0.817, 0.85, 0.75, 0.683, 0.733, 0.8, 0.8, 0.667, 0.767, 0.7, 0.667, 0.75, 0.733, 0.7, 0.717, 0.717, 0.75, 0.717, 0.75, 0.767, 0.75, 0.75, 0.683, 0.633, 0.75, 0.75, 0.767, 0.633, 0.8, 0.667, 0.8, 0.817, 0.783, 0.75, 0.717, 0.733, 0.75, 0.683, 0.617, 0.75, 0.767, 0.667, 0.8, 0.75, 0.75, 0.75, 0.783, 0.667, 0.75, 0.717, 0.8, 0.75, 0.783, 0.75, 0.683, 0.7, 0.733, 0.783, 0.8, 0.683, 0.633, 0.767, 0.667, 0.817, 0.717, 0.667, 0.75, 0.7, 0.767, 0.717, 0.767, 0.8, 0.817, 0.767, 0.733, 0.783, 0.7, 0.7, 0.667, 0.7, 0.75, 0.75, 0.65, 0.733, 0.65, 0.667, 0.75]",0.738
113,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 17}","[0.77, 0.65, 0.72, 0.68, 0.62, 0.72, 0.77, 0.67, 0.7, 0.68, 0.67, 0.75, 0.72, 0.68, 0.82, 0.73, 0.78, 0.77, 0.67, 0.72]",0.714,"[0.767, 0.75, 0.75, 0.783, 0.767, 0.767, 0.85, 0.8, 0.7, 0.717, 0.833, 0.783, 0.717, 0.8, 0.783, 0.767, 0.717, 0.733, 0.783, 0.817, 0.7, 0.767, 0.667, 0.667, 0.75, 0.75, 0.683, 0.717, 0.75, 0.733, 0.717, 0.767, 0.767, 0.717, 0.783, 0.683, 0.65, 0.767, 0.733, 0.75, 0.633, 0.783, 0.65, 0.8, 0.767, 0.767, 0.733, 0.733, 0.75, 0.75, 0.7, 0.583, 0.783, 0.783, 0.7, 0.767, 0.783, 0.75, 0.717, 0.767, 0.717, 0.767, 0.717, 0.783, 0.75, 0.783, 0.8, 0.733, 0.733, 0.733, 0.783, 0.8, 0.75, 0.667, 0.783, 0.667, 0.817, 0.733, 0.683, 0.75, 0.75, 0.733, 0.717, 0.783, 0.8, 0.817, 0.783, 0.733, 0.783, 0.717, 0.717, 0.683, 0.717, 0.75, 0.767, 0.667, 0.733, 0.7, 0.6, 0.717]",0.742
114,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 17}","[0.75, 0.62, 0.68, 0.68, 0.62, 0.73, 0.8, 0.68, 0.73, 0.63, 0.68, 0.75, 0.73, 0.72, 0.82, 0.75, 0.77, 0.78, 0.65, 0.72]",0.714,"[0.783, 0.733, 0.733, 0.767, 0.767, 0.783, 0.817, 0.833, 0.717, 0.7, 0.767, 0.783, 0.717, 0.817, 0.8, 0.75, 0.7, 0.717, 0.783, 0.833, 0.7, 0.733, 0.683, 0.65, 0.717, 0.75, 0.733, 0.717, 0.717, 0.733, 0.717, 0.733, 0.767, 0.733, 0.767, 0.683, 0.633, 0.733, 0.7, 0.75, 0.617, 0.8, 0.65, 0.8, 0.8, 0.75, 0.733, 0.75, 0.75, 0.717, 0.683, 0.617, 0.767, 0.8, 0.717, 0.767, 0.783, 0.767, 0.75, 0.767, 0.667, 0.75, 0.75, 0.783, 0.75, 0.8, 0.783, 0.7, 0.733, 0.75, 0.8, 0.8, 0.733, 0.667, 0.75, 0.7, 0.783, 0.717, 0.7, 0.75, 0.733, 0.717, 0.717, 0.783, 0.783, 0.817, 0.8, 0.717, 0.8, 0.717, 0.733, 0.667, 0.683, 0.75, 0.8, 0.65, 0.733, 0.7, 0.65, 0.733]",0.74
115,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 17}","[0.78, 0.65, 0.7, 0.68, 0.62, 0.73, 0.77, 0.67, 0.73, 0.63, 0.68, 0.8, 0.72, 0.68, 0.82, 0.77, 0.72, 0.77, 0.67, 0.7]",0.714,"[0.717, 0.733, 0.767, 0.8, 0.8, 0.783, 0.867, 0.8, 0.683, 0.717, 0.8, 0.783, 0.733, 0.8, 0.783, 0.733, 0.683, 0.733, 0.783, 0.817, 0.683, 0.717, 0.683, 0.65, 0.733, 0.733, 0.717, 0.7, 0.767, 0.7, 0.7, 0.75, 0.767, 0.767, 0.75, 0.667, 0.633, 0.75, 0.7, 0.767, 0.633, 0.817, 0.667, 0.8, 0.8, 0.717, 0.75, 0.75, 0.733, 0.75, 0.717, 0.617, 0.8, 0.8, 0.683, 0.783, 0.783, 0.733, 0.75, 0.767, 0.683, 0.75, 0.717, 0.8, 0.733, 0.817, 0.817, 0.667, 0.717, 0.733, 0.783, 0.783, 0.7, 0.7, 0.767, 0.683, 0.8, 0.733, 0.733, 0.75, 0.717, 0.733, 0.683, 0.783, 0.8, 0.817, 0.783, 0.7, 0.817, 0.7, 0.717, 0.683, 0.7, 0.75, 0.767, 0.633, 0.767, 0.65, 0.667, 0.75]",0.74
116,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 18}","[0.77, 0.62, 0.72, 0.65, 0.62, 0.7, 0.77, 0.68, 0.75, 0.65, 0.72, 0.77, 0.7, 0.7, 0.83, 0.75, 0.77, 0.77, 0.65, 0.7]",0.714,"[0.783, 0.75, 0.767, 0.75, 0.75, 0.767, 0.85, 0.817, 0.717, 0.717, 0.817, 0.817, 0.717, 0.817, 0.8, 0.817, 0.733, 0.733, 0.767, 0.817, 0.683, 0.75, 0.683, 0.65, 0.717, 0.733, 0.717, 0.7, 0.75, 0.733, 0.733, 0.75, 0.767, 0.7, 0.767, 0.683, 0.633, 0.767, 0.733, 0.733, 0.617, 0.833, 0.7, 0.8, 0.783, 0.783, 0.733, 0.733, 0.75, 0.75, 0.683, 0.6, 0.767, 0.75, 0.7, 0.767, 0.8, 0.7, 0.767, 0.733, 0.683, 0.75, 0.717, 0.8, 0.733, 0.783, 0.8, 0.7, 0.75, 0.733, 0.783, 0.767, 0.75, 0.667, 0.767, 0.683, 0.817, 0.75, 0.717, 0.75, 0.75, 0.717, 0.683, 0.767, 0.783, 0.817, 0.8, 0.717, 0.8, 0.717, 0.717, 0.683, 0.75, 0.767, 0.767, 0.65, 0.717, 0.633, 0.6, 0.75]",0.741
117,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 18}","[0.75, 0.63, 0.68, 0.68, 0.62, 0.72, 0.77, 0.67, 0.75, 0.67, 0.67, 0.75, 0.72, 0.7, 0.82, 0.77, 0.75, 0.78, 0.67, 0.72]",0.714,"[0.75, 0.75, 0.767, 0.75, 0.75, 0.783, 0.9, 0.817, 0.7, 0.717, 0.783, 0.75, 0.733, 0.817, 0.833, 0.767, 0.683, 0.733, 0.783, 0.833, 0.683, 0.717, 0.683, 0.65, 0.733, 0.733, 0.683, 0.7, 0.75, 0.75, 0.75, 0.783, 0.75, 0.7, 0.783, 0.7, 0.667, 0.767, 0.683, 0.733, 0.617, 0.817, 0.667, 0.8, 0.817, 0.733, 0.767, 0.75, 0.75, 0.733, 0.683, 0.617, 0.767, 0.783, 0.7, 0.783, 0.75, 0.75, 0.717, 0.767, 0.667, 0.75, 0.717, 0.733, 0.75, 0.817, 0.75, 0.683, 0.733, 0.717, 0.783, 0.8, 0.717, 0.65, 0.75, 0.65, 0.817, 0.7, 0.7, 0.75, 0.75, 0.717, 0.717, 0.783, 0.8, 0.817, 0.8, 0.733, 0.783, 0.7, 0.717, 0.717, 0.7, 0.733, 0.783, 0.65, 0.733, 0.683, 0.667, 0.7]",0.739
118,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 19}","[0.77, 0.65, 0.68, 0.68, 0.65, 0.68, 0.78, 0.67, 0.73, 0.67, 0.72, 0.75, 0.7, 0.7, 0.85, 0.72, 0.77, 0.75, 0.67, 0.7]",0.714,"[0.767, 0.75, 0.75, 0.733, 0.75, 0.783, 0.85, 0.817, 0.733, 0.733, 0.817, 0.783, 0.733, 0.8, 0.817, 0.8, 0.7, 0.733, 0.767, 0.817, 0.7, 0.733, 0.7, 0.683, 0.717, 0.767, 0.667, 0.717, 0.767, 0.717, 0.733, 0.733, 0.767, 0.75, 0.767, 0.683, 0.65, 0.733, 0.717, 0.75, 0.617, 0.8, 0.65, 0.783, 0.8, 0.75, 0.767, 0.733, 0.767, 0.75, 0.683, 0.617, 0.783, 0.8, 0.7, 0.8, 0.8, 0.75, 0.767, 0.75, 0.683, 0.733, 0.717, 0.817, 0.733, 0.8, 0.783, 0.717, 0.733, 0.733, 0.75, 0.767, 0.75, 0.667, 0.783, 0.633, 0.783, 0.733, 0.683, 0.75, 0.75, 0.717, 0.683, 0.783, 0.8, 0.8, 0.817, 0.717, 0.8, 0.7, 0.717, 0.683, 0.7, 0.733, 0.8, 0.65, 0.733, 0.667, 0.633, 0.733]",0.741
119,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 19}","[0.75, 0.62, 0.68, 0.68, 0.62, 0.73, 0.77, 0.68, 0.75, 0.63, 0.7, 0.8, 0.72, 0.7, 0.82, 0.77, 0.75, 0.75, 0.67, 0.7]",0.714,"[0.75, 0.733, 0.783, 0.783, 0.8, 0.783, 0.85, 0.817, 0.683, 0.717, 0.8, 0.783, 0.733, 0.817, 0.833, 0.8, 0.683, 0.733, 0.783, 0.817, 0.7, 0.733, 0.717, 0.667, 0.717, 0.717, 0.683, 0.7, 0.75, 0.75, 0.7, 0.767, 0.75, 0.717, 0.767, 0.667, 0.667, 0.733, 0.733, 0.733, 0.65, 0.817, 0.667, 0.8, 0.783, 0.75, 0.75, 0.717, 0.75, 0.733, 0.683, 0.617, 0.767, 0.75, 0.7, 0.767, 0.767, 0.733, 0.733, 0.767, 0.667, 0.733, 0.7, 0.8, 0.767, 0.817, 0.767, 0.683, 0.717, 0.7, 0.783, 0.767, 0.717, 0.65, 0.733, 0.683, 0.783, 0.717, 0.717, 0.75, 0.717, 0.717, 0.683, 0.767, 0.8, 0.85, 0.767, 0.733, 0.8, 0.717, 0.733, 0.7, 0.7, 0.767, 0.783, 0.667, 0.767, 0.667, 0.633, 0.717]",0.739
120,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.78, 0.62, 0.72, 0.7, 0.62, 0.72, 0.78, 0.67, 0.73, 0.65, 0.67, 0.77, 0.73, 0.7, 0.85, 0.75, 0.73, 0.75, 0.65, 0.7]",0.714,"[0.75, 0.717, 0.75, 0.783, 0.75, 0.783, 0.833, 0.833, 0.717, 0.7, 0.817, 0.783, 0.733, 0.817, 0.8, 0.783, 0.7, 0.733, 0.767, 0.817, 0.717, 0.733, 0.7, 0.633, 0.733, 0.733, 0.667, 0.7, 0.75, 0.733, 0.733, 0.717, 0.75, 0.717, 0.75, 0.7, 0.633, 0.767, 0.75, 0.75, 0.633, 0.817, 0.667, 0.8, 0.8, 0.75, 0.75, 0.733, 0.767, 0.75, 0.717, 0.617, 0.767, 0.783, 0.7, 0.75, 0.783, 0.75, 0.783, 0.767, 0.667, 0.733, 0.717, 0.75, 0.733, 0.817, 0.8, 0.667, 0.75, 0.733, 0.767, 0.783, 0.733, 0.683, 0.75, 0.65, 0.8, 0.7, 0.717, 0.767, 0.767, 0.75, 0.7, 0.783, 0.783, 0.8, 0.783, 0.717, 0.767, 0.717, 0.733, 0.683, 0.717, 0.767, 0.8, 0.667, 0.75, 0.683, 0.65, 0.717]",0.741
121,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.75, 0.63, 0.72, 0.68, 0.62, 0.72, 0.75, 0.7, 0.75, 0.63, 0.68, 0.77, 0.72, 0.7, 0.82, 0.75, 0.75, 0.77, 0.68, 0.7]",0.714,"[0.767, 0.733, 0.767, 0.733, 0.8, 0.783, 0.867, 0.817, 0.667, 0.717, 0.8, 0.8, 0.733, 0.817, 0.833, 0.767, 0.7, 0.717, 0.783, 0.85, 0.7, 0.767, 0.717, 0.667, 0.717, 0.717, 0.683, 0.7, 0.75, 0.733, 0.733, 0.733, 0.733, 0.733, 0.767, 0.717, 0.683, 0.767, 0.683, 0.75, 0.65, 0.8, 0.617, 0.8, 0.767, 0.767, 0.75, 0.733, 0.733, 0.733, 0.7, 0.617, 0.767, 0.75, 0.7, 0.767, 0.767, 0.75, 0.75, 0.783, 0.667, 0.767, 0.717, 0.783, 0.767, 0.817, 0.833, 0.667, 0.7, 0.717, 0.8, 0.783, 0.733, 0.7, 0.767, 0.667, 0.817, 0.717, 0.717, 0.75, 0.733, 0.733, 0.717, 0.783, 0.783, 0.833, 0.783, 0.733, 0.8, 0.7, 0.733, 0.683, 0.683, 0.75, 0.8, 0.65, 0.75, 0.667, 0.617, 0.733]",0.742
122,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.77, 0.65, 0.72, 0.68, 0.62, 0.72, 0.77, 0.67, 0.75, 0.63, 0.67, 0.75, 0.73, 0.72, 0.83, 0.75, 0.75, 0.78, 0.65, 0.68]",0.714,"[0.733, 0.717, 0.767, 0.783, 0.783, 0.783, 0.833, 0.8, 0.733, 0.717, 0.8, 0.833, 0.733, 0.817, 0.817, 0.767, 0.683, 0.733, 0.783, 0.817, 0.683, 0.733, 0.683, 0.65, 0.717, 0.717, 0.7, 0.733, 0.75, 0.717, 0.683, 0.733, 0.767, 0.733, 0.767, 0.7, 0.633, 0.767, 0.717, 0.767, 0.633, 0.783, 0.633, 0.8, 0.767, 0.75, 0.733, 0.733, 0.733, 0.75, 0.733, 0.6, 0.783, 0.8, 0.7, 0.783, 0.783, 0.733, 0.783, 0.75, 0.667, 0.75, 0.7, 0.783, 0.733, 0.8, 0.817, 0.683, 0.717, 0.733, 0.783, 0.767, 0.767, 0.667, 0.767, 0.683, 0.8, 0.75, 0.7, 0.75, 0.7, 0.733, 0.7, 0.75, 0.783, 0.817, 0.783, 0.667, 0.8, 0.717, 0.7, 0.7, 0.733, 0.733, 0.8, 0.65, 0.733, 0.683, 0.667, 0.75]",0.74
123,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.75, 0.65, 0.7, 0.67, 0.62, 0.73, 0.75, 0.68, 0.75, 0.63, 0.68, 0.77, 0.75, 0.72, 0.83, 0.77, 0.73, 0.78, 0.65, 0.68]",0.714,"[0.733, 0.717, 0.767, 0.783, 0.8, 0.8, 0.85, 0.833, 0.683, 0.717, 0.783, 0.783, 0.733, 0.817, 0.817, 0.767, 0.667, 0.733, 0.783, 0.817, 0.7, 0.75, 0.667, 0.65, 0.767, 0.733, 0.7, 0.683, 0.717, 0.733, 0.717, 0.75, 0.767, 0.733, 0.8, 0.683, 0.633, 0.767, 0.7, 0.733, 0.683, 0.833, 0.683, 0.8, 0.8, 0.75, 0.75, 0.7, 0.75, 0.75, 0.667, 0.633, 0.767, 0.783, 0.667, 0.8, 0.783, 0.733, 0.767, 0.733, 0.667, 0.767, 0.717, 0.817, 0.767, 0.8, 0.783, 0.683, 0.75, 0.733, 0.8, 0.783, 0.75, 0.667, 0.767, 0.683, 0.817, 0.7, 0.717, 0.767, 0.75, 0.75, 0.683, 0.767, 0.8, 0.833, 0.8, 0.717, 0.8, 0.717, 0.717, 0.7, 0.683, 0.733, 0.783, 0.65, 0.7, 0.667, 0.65, 0.767]",0.742
