model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
92,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.68, 0.75, 0.78, 0.83, 0.72, 0.7, 0.75, 0.77, 0.72, 0.73, 0.8, 0.68, 0.73, 0.68, 0.75, 0.82, 0.68, 0.73, 0.78]",0.738,"[0.8, 0.75, 0.733, 0.783, 0.717, 0.75, 0.75, 0.717, 0.767, 0.783, 0.75, 0.817, 0.683, 0.7, 0.733, 0.717, 0.75, 0.733, 0.733, 0.783, 0.767, 0.75, 0.75, 0.767, 0.733, 0.667, 0.717, 0.767, 0.767, 0.75, 0.717, 0.717, 0.833, 0.717, 0.8, 0.8, 0.733, 0.817, 0.683, 0.717, 0.7, 0.733, 0.65, 0.733, 0.683, 0.833, 0.7, 0.833, 0.7, 0.783, 0.783, 0.85, 0.717, 0.633, 0.783, 0.667, 0.833, 0.733, 0.7, 0.683, 0.783, 0.783, 0.783, 0.733, 0.817, 0.733, 0.767, 0.783, 0.7, 0.733, 0.783, 0.7, 0.833, 0.767, 0.733, 0.817, 0.767, 0.733, 0.783, 0.75, 0.733, 0.8, 0.733, 0.683, 0.767, 0.717, 0.717, 0.733, 0.733, 0.733, 0.817, 0.7, 0.683, 0.783, 0.683, 0.783, 0.717, 0.75, 0.75, 0.733]",0.747
93,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.63, 0.7, 0.77, 0.8, 0.83, 0.72, 0.7, 0.73, 0.75, 0.73, 0.72, 0.78, 0.7, 0.72, 0.7, 0.73, 0.82, 0.67, 0.75, 0.8]",0.738,"[0.783, 0.75, 0.717, 0.767, 0.717, 0.75, 0.75, 0.733, 0.767, 0.783, 0.767, 0.817, 0.7, 0.733, 0.75, 0.717, 0.733, 0.75, 0.733, 0.783, 0.783, 0.733, 0.767, 0.75, 0.7, 0.7, 0.683, 0.75, 0.767, 0.75, 0.717, 0.7, 0.817, 0.7, 0.8, 0.783, 0.733, 0.817, 0.717, 0.683, 0.7, 0.75, 0.683, 0.717, 0.683, 0.817, 0.7, 0.8, 0.733, 0.767, 0.783, 0.85, 0.733, 0.617, 0.767, 0.633, 0.833, 0.733, 0.683, 0.717, 0.767, 0.783, 0.817, 0.733, 0.833, 0.7, 0.783, 0.767, 0.717, 0.717, 0.783, 0.7, 0.817, 0.767, 0.7, 0.75, 0.75, 0.733, 0.783, 0.767, 0.683, 0.8, 0.717, 0.683, 0.783, 0.7, 0.717, 0.683, 0.733, 0.75, 0.783, 0.717, 0.7, 0.783, 0.717, 0.783, 0.7, 0.733, 0.75, 0.733]",0.744
94,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.77, 0.8, 0.8, 0.72, 0.7, 0.73, 0.73, 0.72, 0.7, 0.78, 0.68, 0.75, 0.68, 0.75, 0.82, 0.7, 0.75, 0.8]",0.738,"[0.783, 0.733, 0.75, 0.767, 0.717, 0.75, 0.767, 0.767, 0.733, 0.783, 0.767, 0.833, 0.683, 0.717, 0.717, 0.717, 0.717, 0.75, 0.733, 0.783, 0.783, 0.733, 0.75, 0.767, 0.7, 0.717, 0.667, 0.767, 0.783, 0.75, 0.7, 0.75, 0.85, 0.7, 0.8, 0.8, 0.717, 0.833, 0.717, 0.717, 0.7, 0.733, 0.667, 0.717, 0.683, 0.85, 0.7, 0.8, 0.717, 0.783, 0.783, 0.85, 0.733, 0.6, 0.767, 0.667, 0.833, 0.717, 0.683, 0.7, 0.783, 0.783, 0.767, 0.733, 0.817, 0.75, 0.767, 0.783, 0.733, 0.717, 0.783, 0.7, 0.833, 0.783, 0.733, 0.783, 0.783, 0.733, 0.783, 0.767, 0.717, 0.817, 0.733, 0.75, 0.783, 0.7, 0.717, 0.75, 0.733, 0.783, 0.783, 0.717, 0.7, 0.783, 0.7, 0.783, 0.7, 0.717, 0.75, 0.717]",0.748
95,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.7, 0.78, 0.85, 0.72, 0.7, 0.75, 0.75, 0.72, 0.72, 0.78, 0.67, 0.72, 0.7, 0.75, 0.82, 0.7, 0.75, 0.78]",0.737,"[0.783, 0.75, 0.767, 0.8, 0.7, 0.75, 0.75, 0.733, 0.75, 0.783, 0.75, 0.817, 0.683, 0.717, 0.733, 0.683, 0.717, 0.733, 0.75, 0.767, 0.783, 0.75, 0.75, 0.783, 0.733, 0.683, 0.7, 0.75, 0.783, 0.75, 0.733, 0.717, 0.85, 0.7, 0.783, 0.783, 0.717, 0.8, 0.717, 0.75, 0.7, 0.75, 0.683, 0.717, 0.683, 0.867, 0.7, 0.817, 0.717, 0.783, 0.783, 0.833, 0.7, 0.6, 0.767, 0.683, 0.8, 0.75, 0.7, 0.717, 0.783, 0.783, 0.733, 0.7, 0.817, 0.733, 0.75, 0.783, 0.733, 0.767, 0.783, 0.7, 0.8, 0.767, 0.7, 0.783, 0.767, 0.75, 0.783, 0.783, 0.717, 0.817, 0.7, 0.717, 0.75, 0.7, 0.75, 0.733, 0.683, 0.75, 0.817, 0.7, 0.717, 0.767, 0.717, 0.8, 0.7, 0.75, 0.75, 0.7]",0.746
96,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.72, 0.72, 0.8, 0.87, 0.73, 0.68, 0.73, 0.75, 0.72, 0.73, 0.75, 0.67, 0.75, 0.67, 0.8, 0.83, 0.67, 0.7, 0.78]",0.737,"[0.8, 0.717, 0.75, 0.75, 0.717, 0.767, 0.783, 0.717, 0.783, 0.767, 0.75, 0.833, 0.717, 0.7, 0.7, 0.667, 0.717, 0.733, 0.717, 0.783, 0.767, 0.683, 0.75, 0.767, 0.717, 0.75, 0.683, 0.75, 0.75, 0.733, 0.717, 0.717, 0.883, 0.7, 0.8, 0.783, 0.733, 0.817, 0.683, 0.7, 0.7, 0.733, 0.667, 0.717, 0.683, 0.85, 0.733, 0.75, 0.717, 0.783, 0.783, 0.817, 0.7, 0.6, 0.767, 0.617, 0.817, 0.733, 0.683, 0.667, 0.833, 0.767, 0.7, 0.717, 0.85, 0.75, 0.75, 0.75, 0.75, 0.717, 0.8, 0.7, 0.8, 0.75, 0.683, 0.817, 0.767, 0.717, 0.75, 0.7, 0.7, 0.8, 0.7, 0.667, 0.767, 0.683, 0.733, 0.75, 0.717, 0.767, 0.783, 0.683, 0.683, 0.783, 0.717, 0.8, 0.667, 0.767, 0.733, 0.717]",0.74
97,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.77, 0.78, 0.82, 0.72, 0.68, 0.73, 0.73, 0.73, 0.7, 0.77, 0.7, 0.73, 0.7, 0.77, 0.82, 0.7, 0.73, 0.8]",0.737,"[0.767, 0.75, 0.717, 0.75, 0.7, 0.75, 0.75, 0.75, 0.75, 0.783, 0.783, 0.817, 0.7, 0.717, 0.717, 0.7, 0.767, 0.733, 0.75, 0.783, 0.75, 0.767, 0.767, 0.733, 0.7, 0.667, 0.717, 0.717, 0.783, 0.733, 0.7, 0.717, 0.833, 0.7, 0.8, 0.8, 0.733, 0.8, 0.667, 0.717, 0.683, 0.75, 0.683, 0.7, 0.683, 0.85, 0.717, 0.783, 0.717, 0.783, 0.75, 0.867, 0.683, 0.633, 0.767, 0.667, 0.833, 0.717, 0.717, 0.717, 0.767, 0.783, 0.783, 0.733, 0.817, 0.767, 0.75, 0.783, 0.75, 0.733, 0.783, 0.7, 0.817, 0.783, 0.717, 0.767, 0.767, 0.767, 0.783, 0.75, 0.75, 0.817, 0.7, 0.683, 0.767, 0.717, 0.733, 0.767, 0.717, 0.733, 0.8, 0.717, 0.733, 0.767, 0.7, 0.817, 0.717, 0.75, 0.75, 0.733]",0.746
98,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.65, 0.72, 0.77, 0.78, 0.78, 0.72, 0.68, 0.75, 0.72, 0.72, 0.72, 0.78, 0.7, 0.73, 0.68, 0.77, 0.83, 0.7, 0.75, 0.8]",0.737,"[0.767, 0.733, 0.767, 0.75, 0.717, 0.75, 0.733, 0.75, 0.767, 0.783, 0.733, 0.833, 0.717, 0.7, 0.733, 0.717, 0.767, 0.733, 0.75, 0.783, 0.767, 0.733, 0.767, 0.767, 0.683, 0.667, 0.683, 0.75, 0.783, 0.75, 0.717, 0.733, 0.833, 0.7, 0.8, 0.8, 0.75, 0.817, 0.683, 0.717, 0.683, 0.717, 0.683, 0.717, 0.683, 0.817, 0.7, 0.817, 0.717, 0.767, 0.767, 0.817, 0.717, 0.633, 0.75, 0.667, 0.817, 0.717, 0.733, 0.717, 0.767, 0.783, 0.75, 0.733, 0.8, 0.733, 0.767, 0.783, 0.733, 0.717, 0.783, 0.7, 0.85, 0.783, 0.7, 0.783, 0.767, 0.733, 0.767, 0.75, 0.733, 0.783, 0.717, 0.7, 0.767, 0.7, 0.717, 0.75, 0.733, 0.75, 0.817, 0.717, 0.667, 0.783, 0.7, 0.767, 0.717, 0.733, 0.75, 0.717]",0.744
99,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.65, 0.7, 0.73, 0.78, 0.82, 0.77, 0.68, 0.75, 0.72, 0.72, 0.73, 0.78, 0.67, 0.75, 0.67, 0.78, 0.82, 0.7, 0.7, 0.83]",0.737,"[0.783, 0.733, 0.717, 0.75, 0.683, 0.75, 0.75, 0.75, 0.783, 0.767, 0.767, 0.767, 0.733, 0.683, 0.683, 0.667, 0.75, 0.767, 0.717, 0.783, 0.767, 0.717, 0.733, 0.767, 0.717, 0.733, 0.7, 0.8, 0.75, 0.767, 0.7, 0.733, 0.85, 0.717, 0.8, 0.8, 0.75, 0.8, 0.7, 0.683, 0.717, 0.733, 0.7, 0.7, 0.683, 0.817, 0.717, 0.767, 0.7, 0.767, 0.767, 0.833, 0.733, 0.617, 0.767, 0.65, 0.8, 0.733, 0.683, 0.717, 0.817, 0.767, 0.75, 0.767, 0.833, 0.767, 0.767, 0.783, 0.767, 0.733, 0.783, 0.7, 0.817, 0.8, 0.7, 0.783, 0.783, 0.7, 0.817, 0.7, 0.75, 0.8, 0.717, 0.683, 0.767, 0.7, 0.767, 0.767, 0.7, 0.717, 0.783, 0.7, 0.7, 0.733, 0.733, 0.8, 0.65, 0.767, 0.733, 0.717]",0.744
100,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.68, 0.73, 0.78, 0.83, 0.75, 0.67, 0.75, 0.72, 0.7, 0.73, 0.77, 0.7, 0.75, 0.68, 0.78, 0.85, 0.7, 0.7, 0.8]",0.737,"[0.8, 0.717, 0.767, 0.717, 0.7, 0.717, 0.75, 0.733, 0.783, 0.767, 0.783, 0.783, 0.7, 0.717, 0.7, 0.667, 0.767, 0.733, 0.717, 0.783, 0.783, 0.733, 0.767, 0.8, 0.717, 0.767, 0.717, 0.783, 0.783, 0.75, 0.717, 0.767, 0.867, 0.683, 0.8, 0.8, 0.717, 0.817, 0.717, 0.683, 0.7, 0.717, 0.683, 0.717, 0.717, 0.833, 0.717, 0.767, 0.7, 0.767, 0.783, 0.85, 0.7, 0.617, 0.75, 0.667, 0.817, 0.767, 0.683, 0.733, 0.817, 0.767, 0.75, 0.733, 0.833, 0.733, 0.75, 0.767, 0.75, 0.733, 0.8, 0.7, 0.8, 0.783, 0.683, 0.8, 0.783, 0.717, 0.8, 0.75, 0.767, 0.783, 0.733, 0.7, 0.75, 0.7, 0.75, 0.767, 0.717, 0.75, 0.783, 0.7, 0.717, 0.783, 0.733, 0.833, 0.7, 0.767, 0.75, 0.7]",0.748
101,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.72, 0.8, 0.85, 0.72, 0.7, 0.77, 0.73, 0.72, 0.72, 0.78, 0.67, 0.77, 0.63, 0.75, 0.82, 0.65, 0.73, 0.82]",0.737,"[0.8, 0.717, 0.767, 0.817, 0.7, 0.733, 0.75, 0.733, 0.767, 0.783, 0.733, 0.833, 0.717, 0.683, 0.717, 0.683, 0.75, 0.733, 0.75, 0.783, 0.8, 0.7, 0.733, 0.767, 0.7, 0.7, 0.667, 0.8, 0.733, 0.75, 0.717, 0.717, 0.85, 0.733, 0.8, 0.833, 0.733, 0.817, 0.717, 0.733, 0.7, 0.733, 0.667, 0.7, 0.667, 0.817, 0.7, 0.75, 0.7, 0.75, 0.767, 0.85, 0.733, 0.617, 0.75, 0.617, 0.817, 0.7, 0.717, 0.7, 0.8, 0.767, 0.767, 0.783, 0.85, 0.7, 0.767, 0.75, 0.767, 0.733, 0.783, 0.7, 0.833, 0.767, 0.683, 0.817, 0.733, 0.717, 0.817, 0.717, 0.733, 0.783, 0.733, 0.7, 0.767, 0.683, 0.733, 0.783, 0.717, 0.75, 0.783, 0.683, 0.717, 0.733, 0.717, 0.783, 0.7, 0.767, 0.733, 0.717]",0.744
102,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.65, 0.72, 0.7, 0.77, 0.87, 0.73, 0.72, 0.73, 0.77, 0.72, 0.72, 0.77, 0.67, 0.72, 0.72, 0.75, 0.78, 0.68, 0.73, 0.82]",0.737,"[0.767, 0.733, 0.75, 0.783, 0.7, 0.75, 0.75, 0.733, 0.733, 0.783, 0.717, 0.817, 0.7, 0.717, 0.717, 0.717, 0.733, 0.733, 0.75, 0.75, 0.75, 0.7, 0.767, 0.767, 0.7, 0.65, 0.7, 0.683, 0.767, 0.717, 0.733, 0.733, 0.85, 0.7, 0.8, 0.783, 0.75, 0.8, 0.717, 0.75, 0.683, 0.75, 0.717, 0.75, 0.65, 0.867, 0.733, 0.783, 0.733, 0.783, 0.767, 0.8, 0.7, 0.617, 0.767, 0.7, 0.8, 0.75, 0.683, 0.7, 0.8, 0.767, 0.7, 0.75, 0.8, 0.733, 0.75, 0.717, 0.767, 0.767, 0.783, 0.7, 0.8, 0.717, 0.683, 0.8, 0.8, 0.767, 0.783, 0.7, 0.733, 0.767, 0.7, 0.733, 0.75, 0.667, 0.75, 0.717, 0.717, 0.75, 0.783, 0.733, 0.717, 0.767, 0.7, 0.783, 0.7, 0.75, 0.75, 0.717]",0.741
103,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.73, 0.78, 0.87, 0.72, 0.67, 0.73, 0.73, 0.72, 0.75, 0.75, 0.67, 0.72, 0.68, 0.77, 0.83, 0.68, 0.75, 0.8]",0.737,"[0.8, 0.717, 0.767, 0.8, 0.7, 0.767, 0.75, 0.75, 0.767, 0.8, 0.767, 0.817, 0.683, 0.7, 0.683, 0.65, 0.733, 0.75, 0.717, 0.783, 0.767, 0.733, 0.783, 0.767, 0.733, 0.667, 0.667, 0.75, 0.783, 0.767, 0.717, 0.75, 0.85, 0.7, 0.783, 0.833, 0.733, 0.8, 0.717, 0.75, 0.7, 0.75, 0.667, 0.717, 0.683, 0.833, 0.717, 0.8, 0.717, 0.783, 0.783, 0.817, 0.717, 0.633, 0.733, 0.667, 0.783, 0.717, 0.717, 0.7, 0.8, 0.767, 0.767, 0.75, 0.817, 0.733, 0.783, 0.75, 0.733, 0.733, 0.783, 0.7, 0.8, 0.8, 0.683, 0.817, 0.767, 0.683, 0.817, 0.717, 0.683, 0.767, 0.7, 0.7, 0.767, 0.683, 0.75, 0.8, 0.717, 0.75, 0.783, 0.683, 0.683, 0.75, 0.733, 0.8, 0.683, 0.767, 0.75, 0.683]",0.744
104,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.77, 0.77, 0.83, 0.72, 0.72, 0.73, 0.7, 0.72, 0.73, 0.77, 0.68, 0.72, 0.68, 0.78, 0.85, 0.67, 0.73, 0.8]",0.737,"[0.783, 0.733, 0.75, 0.817, 0.7, 0.733, 0.767, 0.717, 0.783, 0.783, 0.767, 0.833, 0.7, 0.717, 0.683, 0.7, 0.767, 0.717, 0.733, 0.783, 0.8, 0.733, 0.75, 0.767, 0.733, 0.75, 0.683, 0.767, 0.783, 0.75, 0.733, 0.733, 0.85, 0.7, 0.8, 0.783, 0.717, 0.817, 0.7, 0.717, 0.683, 0.75, 0.667, 0.717, 0.683, 0.833, 0.717, 0.8, 0.717, 0.767, 0.767, 0.833, 0.733, 0.65, 0.767, 0.7, 0.817, 0.75, 0.683, 0.75, 0.817, 0.783, 0.8, 0.717, 0.817, 0.733, 0.75, 0.767, 0.717, 0.767, 0.783, 0.7, 0.833, 0.75, 0.717, 0.783, 0.767, 0.7, 0.767, 0.717, 0.717, 0.8, 0.717, 0.717, 0.767, 0.717, 0.733, 0.717, 0.7, 0.75, 0.8, 0.683, 0.7, 0.767, 0.7, 0.817, 0.7, 0.767, 0.75, 0.7]",0.747
105,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.72, 0.78, 0.82, 0.72, 0.7, 0.73, 0.72, 0.73, 0.73, 0.82, 0.68, 0.77, 0.68, 0.75, 0.78, 0.67, 0.75, 0.8]",0.737,"[0.783, 0.733, 0.733, 0.75, 0.717, 0.75, 0.75, 0.717, 0.75, 0.783, 0.767, 0.833, 0.7, 0.717, 0.7, 0.717, 0.717, 0.733, 0.733, 0.783, 0.8, 0.75, 0.767, 0.75, 0.7, 0.683, 0.7, 0.7, 0.767, 0.75, 0.717, 0.733, 0.833, 0.7, 0.8, 0.783, 0.733, 0.817, 0.7, 0.717, 0.7, 0.733, 0.667, 0.717, 0.683, 0.817, 0.7, 0.817, 0.717, 0.783, 0.767, 0.833, 0.717, 0.633, 0.733, 0.683, 0.817, 0.733, 0.683, 0.717, 0.767, 0.783, 0.733, 0.717, 0.833, 0.733, 0.783, 0.783, 0.75, 0.717, 0.783, 0.7, 0.8, 0.75, 0.7, 0.783, 0.767, 0.733, 0.783, 0.733, 0.717, 0.8, 0.7, 0.7, 0.767, 0.7, 0.733, 0.733, 0.733, 0.75, 0.8, 0.683, 0.7, 0.783, 0.7, 0.783, 0.7, 0.75, 0.75, 0.733]",0.743
106,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.75, 0.78, 0.82, 0.72, 0.7, 0.75, 0.73, 0.72, 0.72, 0.8, 0.67, 0.68, 0.68, 0.75, 0.83, 0.7, 0.75, 0.8]",0.737,"[0.783, 0.75, 0.75, 0.8, 0.717, 0.75, 0.75, 0.733, 0.767, 0.783, 0.733, 0.817, 0.683, 0.717, 0.683, 0.7, 0.767, 0.733, 0.75, 0.783, 0.767, 0.733, 0.767, 0.75, 0.7, 0.75, 0.667, 0.783, 0.783, 0.75, 0.7, 0.733, 0.833, 0.7, 0.8, 0.783, 0.717, 0.817, 0.717, 0.717, 0.683, 0.767, 0.683, 0.717, 0.667, 0.85, 0.7, 0.817, 0.717, 0.783, 0.767, 0.833, 0.7, 0.633, 0.75, 0.717, 0.8, 0.717, 0.717, 0.7, 0.8, 0.783, 0.783, 0.733, 0.8, 0.717, 0.783, 0.783, 0.717, 0.733, 0.783, 0.7, 0.817, 0.75, 0.65, 0.75, 0.783, 0.75, 0.783, 0.7, 0.7, 0.8, 0.717, 0.733, 0.767, 0.7, 0.733, 0.717, 0.717, 0.767, 0.817, 0.7, 0.717, 0.767, 0.717, 0.8, 0.717, 0.75, 0.75, 0.717]",0.745
107,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.75, 0.77, 0.82, 0.72, 0.72, 0.75, 0.75, 0.73, 0.72, 0.78, 0.67, 0.77, 0.67, 0.73, 0.83, 0.67, 0.72, 0.8]",0.737,"[0.783, 0.733, 0.75, 0.783, 0.633, 0.75, 0.767, 0.75, 0.767, 0.783, 0.75, 0.8, 0.7, 0.717, 0.717, 0.683, 0.767, 0.783, 0.717, 0.767, 0.783, 0.75, 0.767, 0.75, 0.683, 0.7, 0.667, 0.75, 0.75, 0.75, 0.7, 0.7, 0.833, 0.7, 0.8, 0.8, 0.75, 0.8, 0.7, 0.683, 0.717, 0.75, 0.683, 0.7, 0.683, 0.817, 0.717, 0.833, 0.717, 0.783, 0.75, 0.833, 0.717, 0.6, 0.783, 0.667, 0.817, 0.733, 0.7, 0.633, 0.817, 0.783, 0.767, 0.717, 0.817, 0.733, 0.733, 0.783, 0.717, 0.733, 0.783, 0.7, 0.817, 0.783, 0.7, 0.767, 0.767, 0.7, 0.767, 0.733, 0.733, 0.8, 0.7, 0.683, 0.767, 0.717, 0.733, 0.733, 0.717, 0.733, 0.8, 0.7, 0.7, 0.783, 0.733, 0.767, 0.7, 0.767, 0.75, 0.717]",0.742
108,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.73, 0.75, 0.8, 0.82, 0.7, 0.65, 0.73, 0.72, 0.72, 0.75, 0.8, 0.67, 0.75, 0.67, 0.75, 0.82, 0.68, 0.73, 0.82]",0.737,"[0.783, 0.733, 0.75, 0.817, 0.717, 0.733, 0.75, 0.717, 0.767, 0.783, 0.767, 0.817, 0.667, 0.733, 0.75, 0.717, 0.75, 0.75, 0.75, 0.8, 0.783, 0.767, 0.75, 0.767, 0.683, 0.65, 0.683, 0.75, 0.75, 0.733, 0.7, 0.733, 0.833, 0.7, 0.8, 0.817, 0.717, 0.817, 0.733, 0.7, 0.717, 0.767, 0.65, 0.7, 0.65, 0.833, 0.717, 0.8, 0.717, 0.767, 0.767, 0.817, 0.717, 0.633, 0.75, 0.683, 0.817, 0.7, 0.733, 0.717, 0.817, 0.767, 0.8, 0.767, 0.833, 0.7, 0.767, 0.767, 0.75, 0.733, 0.783, 0.7, 0.833, 0.767, 0.667, 0.833, 0.767, 0.683, 0.783, 0.75, 0.733, 0.8, 0.717, 0.7, 0.767, 0.683, 0.767, 0.733, 0.7, 0.75, 0.783, 0.7, 0.7, 0.767, 0.733, 0.817, 0.7, 0.767, 0.733, 0.717]",0.746
109,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.7, 0.75, 0.87, 0.73, 0.72, 0.75, 0.73, 0.72, 0.7, 0.82, 0.67, 0.73, 0.7, 0.75, 0.78, 0.68, 0.75, 0.8]",0.737,"[0.75, 0.733, 0.767, 0.767, 0.717, 0.75, 0.767, 0.717, 0.767, 0.783, 0.733, 0.817, 0.7, 0.7, 0.7, 0.7, 0.75, 0.75, 0.733, 0.733, 0.75, 0.7, 0.767, 0.767, 0.7, 0.7, 0.7, 0.733, 0.8, 0.733, 0.733, 0.733, 0.85, 0.7, 0.8, 0.767, 0.783, 0.8, 0.733, 0.75, 0.7, 0.767, 0.65, 0.75, 0.633, 0.867, 0.717, 0.8, 0.733, 0.783, 0.783, 0.833, 0.7, 0.617, 0.767, 0.7, 0.8, 0.733, 0.65, 0.717, 0.75, 0.767, 0.733, 0.767, 0.8, 0.75, 0.733, 0.717, 0.75, 0.75, 0.783, 0.7, 0.817, 0.733, 0.683, 0.783, 0.8, 0.767, 0.75, 0.75, 0.717, 0.783, 0.683, 0.733, 0.733, 0.7, 0.75, 0.733, 0.717, 0.767, 0.783, 0.717, 0.733, 0.767, 0.717, 0.767, 0.717, 0.75, 0.75, 0.717]",0.744
110,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.75, 0.77, 0.87, 0.75, 0.7, 0.73, 0.73, 0.72, 0.72, 0.77, 0.67, 0.77, 0.67, 0.77, 0.8, 0.68, 0.72, 0.78]",0.737,"[0.767, 0.733, 0.767, 0.8, 0.667, 0.75, 0.75, 0.717, 0.767, 0.783, 0.717, 0.833, 0.667, 0.7, 0.717, 0.7, 0.75, 0.75, 0.7, 0.767, 0.783, 0.75, 0.767, 0.75, 0.733, 0.667, 0.7, 0.733, 0.767, 0.733, 0.7, 0.733, 0.85, 0.7, 0.8, 0.783, 0.717, 0.817, 0.683, 0.733, 0.683, 0.767, 0.7, 0.75, 0.7, 0.833, 0.7, 0.8, 0.717, 0.783, 0.767, 0.833, 0.7, 0.6, 0.75, 0.683, 0.8, 0.767, 0.683, 0.667, 0.817, 0.783, 0.75, 0.75, 0.833, 0.75, 0.733, 0.75, 0.733, 0.75, 0.783, 0.7, 0.8, 0.733, 0.683, 0.783, 0.75, 0.717, 0.767, 0.7, 0.717, 0.817, 0.7, 0.7, 0.767, 0.717, 0.75, 0.733, 0.7, 0.767, 0.8, 0.75, 0.733, 0.767, 0.7, 0.817, 0.683, 0.75, 0.75, 0.717]",0.743
